"part","simulation","carcass","n_zeros","n_zeros_after_cooking"
"loin",2,29,0,125
"loin",2,30,0,131
"loin",2,31,0,132
"loin",2,32,0,131
"loin",2,33,0,129
"loin",2,34,0,129
"loin",2,35,0,125
"loin",2,36,0,131
"loin",2,37,0,126
"loin",2,38,125,19
"loin",2,39,136,8
"loin",2,40,0,132
"loin",2,41,0,129
"loin",2,42,119,24
"loin",2,43,0,132
"loin",2,44,1,130
"loin",2,45,0,128
"loin",2,46,0,134
"loin",2,47,0,137
"loin",2,48,0,133
"loin",2,49,0,119
"loin",2,50,0,138
"loin",3,1,0,126
"loin",3,2,0,128
"loin",3,3,0,128
"loin",3,4,0,134
"loin",3,5,0,129
"loin",3,6,0,134
"loin",3,7,0,126
"loin",3,8,92,49
"loin",3,9,0,133
"loin",3,10,0,137
"loin",3,11,0,131
"loin",3,12,0,125
"loin",3,13,0,129
"loin",3,14,0,131
"loin",3,15,0,128
"loin",3,16,0,133
"loin",3,17,0,128
"loin",3,18,78,63
"loin",3,19,0,128
"loin",3,20,38,97
"loin",3,21,1,130
"loin",3,22,27,107
"loin",3,23,0,130
"loin",3,24,28,108
"loin",3,25,0,134
"loin",3,26,0,125
"loin",3,27,0,127
"loin",3,28,0,119
"loin",3,29,0,127
"loin",3,30,0,131
"loin",3,31,0,131
"loin",3,32,0,123
"loin",3,33,69,74
"loin",3,34,49,88
"loin",3,35,0,132
"loin",3,36,0,131
"loin",3,37,0,131
"loin",3,38,0,126
"loin",3,39,1,130
"loin",3,40,0,132
"loin",3,41,85,57
"loin",3,42,1,132
"loin",3,43,0,132
"loin",3,44,0,133
"loin",3,45,0,129
"loin",3,46,0,128
"loin",3,47,0,134
"loin",3,48,0,125
"loin",3,49,0,128
"loin",3,50,0,130
"loin",4,1,3,132
"loin",4,2,0,122
"loin",4,3,0,123
"loin",4,4,0,135
"loin",4,5,0,129
"loin",4,6,4,124
"loin",4,7,0,128
"loin",4,8,0,130
"loin",4,9,127,17
"loin",4,10,0,137
"loin",4,11,0,128
"loin",4,12,0,130
"loin",4,13,0,128
"loin",4,14,0,131
"loin",4,15,0,131
"loin",4,16,0,131
"loin",4,17,0,130
"loin",4,18,0,131
"loin",4,19,0,125
"loin",4,20,0,129
"loin",4,21,0,130
"loin",4,22,0,134
"loin",4,23,0,133
"loin",4,24,3,131
"loin",4,25,0,137
"loin",4,26,4,128
"loin",4,27,9,127
"loin",4,28,0,131
"loin",4,29,144,144
"loin",4,30,0,127
"loin",4,31,0,131
"loin",4,32,0,130
"loin",4,33,0,129
"loin",4,34,2,129
"loin",4,35,0,127
"loin",4,36,0,130
"loin",4,37,0,132
"loin",4,38,0,130
"loin",4,39,0,129
"loin",4,40,135,9
"loin",4,41,0,131
"loin",4,42,0,127
"loin",4,43,0,120
"loin",4,44,135,9
"loin",4,45,2,131
"loin",4,46,0,133
"loin",4,47,0,121
"loin",4,48,138,5
"loin",4,49,141,3
"loin",4,50,0,135
"loin",5,1,2,124
"loin",5,2,6,125
"loin",5,3,43,94
"loin",5,4,4,125
"loin",5,5,16,119
"loin",5,6,4,128
"loin",5,7,0,132
"loin",5,8,27,108
"loin",5,9,4,128
"loin",5,10,0,130
"loin",5,11,9,129
"loin",5,12,0,130
"loin",5,13,35,105
"loin",5,14,8,126
"loin",5,15,43,97
"loin",5,16,65,77
"loin",5,17,5,121
"loin",5,18,0,125
"loin",5,19,0,133
"loin",5,20,12,122
"loin",5,21,20,114
"loin",5,22,4,124
"loin",5,23,41,91
"loin",5,24,0,134
"loin",5,25,0,129
"loin",5,26,2,131
"loin",5,27,4,128
"loin",5,28,0,127
"loin",5,29,0,132
"loin",5,30,10,124
"loin",5,31,5,129
"loin",5,32,19,119
"loin",5,33,74,67
"loin",5,34,13,119
"loin",5,35,7,125
"loin",5,36,21,112
"loin",5,37,11,122
"loin",5,38,67,74
"loin",5,39,0,132
"loin",5,40,67,74
"loin",5,41,13,121
"loin",5,42,1,129
"loin",5,43,8,123
"loin",5,44,41,96
"loin",5,45,37,100
"loin",5,46,0,130
"loin",5,47,12,119
"loin",5,48,4,121
"loin",5,49,14,116
"loin",5,50,15,121
"loin",6,1,3,125
"loin",6,2,91,47
"loin",6,3,1,124
"loin",6,4,100,43
"loin",6,5,66,73
"loin",6,6,0,132
"loin",6,7,1,131
"loin",6,8,0,133
"loin",6,9,0,135
"loin",6,10,21,117
"loin",6,11,0,126
"loin",6,12,0,126
"loin",6,13,0,134
"loin",6,14,0,121
"loin",6,15,0,124
"loin",6,16,0,130
"loin",6,17,0,128
"loin",6,18,34,99
"loin",6,19,118,26
"loin",6,20,0,130
"loin",6,21,0,126
"loin",6,22,0,131
"loin",6,23,32,105
"loin",6,24,113,30
"loin",6,25,0,120
"loin",6,26,0,129
"loin",6,27,1,128
"loin",6,28,0,129
"loin",6,29,23,113
"loin",6,30,0,134
"loin",6,31,0,130
"loin",6,32,0,127
"loin",6,33,0,134
"loin",6,34,0,132
"loin",6,35,0,126
"loin",6,36,1,134
"loin",6,37,0,130
"loin",6,38,2,131
"loin",6,39,0,132
"loin",6,40,0,132
"loin",6,41,0,134
"loin",6,42,0,130
"loin",6,43,0,130
"loin",6,44,0,133
"loin",6,45,0,127
"loin",6,46,0,124
"loin",6,47,0,125
"loin",6,48,25,110
"loin",6,49,0,131
"loin",6,50,0,134
"loin",7,1,1,126
"loin",7,2,31,104
"loin",7,3,0,131
"loin",7,4,16,118
"loin",7,5,0,131
"loin",7,6,0,125
"loin",7,7,35,100
"loin",7,8,0,131
"loin",7,9,9,120
"loin",7,10,0,130
"loin",7,11,0,129
"loin",7,12,0,128
"loin",7,13,0,126
"loin",7,14,10,123
"loin",7,15,0,130
"loin",7,16,0,131
"loin",7,17,0,130
"loin",7,18,0,136
"loin",7,19,11,120
"loin",7,20,16,117
"loin",7,21,0,132
"loin",7,22,0,132
"loin",7,23,0,131
"loin",7,24,0,124
"loin",7,25,11,126
"loin",7,26,0,131
"loin",7,27,0,134
"loin",7,28,0,132
"loin",7,29,0,129
"loin",7,30,0,134
"loin",7,31,0,127
"loin",7,32,0,128
"loin",7,33,0,131
"loin",7,34,0,138
"loin",7,35,20,116
"loin",7,36,0,132
"loin",7,37,9,128
"loin",7,38,0,130
"loin",7,39,0,124
"loin",7,40,0,130
"loin",7,41,10,130
"loin",7,42,0,127
"loin",7,43,0,130
"loin",7,44,20,117
"loin",7,45,25,109
"loin",7,46,0,137
"loin",7,47,0,124
"loin",7,48,0,129
"loin",7,49,0,128
"loin",7,50,2,128
"loin",8,1,0,129
"loin",8,2,1,125
"loin",8,3,1,127
"loin",8,4,0,122
"loin",8,5,0,129
"loin",8,6,56,82
"loin",8,7,0,123
"loin",8,8,0,120
"loin",8,9,0,128
"loin",8,10,0,127
"loin",8,11,0,125
"loin",8,12,0,128
"loin",8,13,0,128
"loin",8,14,0,133
"loin",8,15,0,129
"loin",8,16,0,131
"loin",8,17,0,130
"loin",8,18,0,135
"loin",8,19,0,129
"loin",8,20,0,129
"loin",8,21,0,133
"loin",8,22,83,60
"loin",8,23,0,129
"loin",8,24,0,126
"loin",8,25,0,129
"loin",8,26,0,130
"loin",8,27,0,134
"loin",8,28,48,94
"loin",8,29,0,129
"loin",8,30,0,131
"loin",8,31,0,128
"loin",8,32,0,133
"loin",8,33,0,128
"loin",8,34,0,131
"loin",8,35,0,130
"loin",8,36,0,135
"loin",8,37,74,66
"loin",8,38,0,132
"loin",8,39,0,131
"loin",8,40,1,122
"loin",8,41,1,132
"loin",8,42,0,130
"loin",8,43,0,128
"loin",8,44,0,133
"loin",8,45,0,135
"loin",8,46,0,135
"loin",8,47,0,131
"loin",8,48,0,136
"loin",8,49,0,129
"loin",8,50,0,133
"loin",9,1,0,129
"loin",9,2,0,130
"loin",9,3,0,132
"loin",9,4,0,133
"loin",9,5,0,126
"loin",9,6,0,128
"loin",9,7,1,135
"loin",9,8,0,131
"loin",9,9,0,127
"loin",9,10,1,120
"loin",9,11,0,134
"loin",9,12,2,128
"loin",9,13,0,124
"loin",9,14,1,124
"loin",9,15,0,133
"loin",9,16,0,127
"loin",9,17,0,126
"loin",9,18,0,134
"loin",9,19,0,129
"loin",9,20,0,128
"loin",9,21,0,133
"loin",9,22,0,133
"loin",9,23,0,135
"loin",9,24,0,137
"loin",9,25,0,130
"loin",9,26,4,127
"loin",9,27,0,124
"loin",9,28,0,126
"loin",9,29,3,131
"loin",9,30,0,135
"loin",9,31,0,130
"loin",9,32,0,128
"loin",9,33,1,133
"loin",9,34,0,126
"loin",9,35,0,132
"loin",9,36,0,125
"loin",9,37,0,134
"loin",9,38,0,126
"loin",9,39,0,130
"loin",9,40,1,135
"loin",9,41,0,129
"loin",9,42,1,128
"loin",9,43,0,131
"loin",9,44,0,134
"loin",9,45,0,132
"loin",9,46,0,123
"loin",9,47,0,120
"loin",9,48,0,127
"loin",9,49,0,128
"loin",9,50,2,134
"loin",10,1,0,131
"loin",10,2,0,136
"loin",10,3,0,133
"loin",10,4,5,130
"loin",10,5,0,125
"loin",10,6,0,129
"loin",10,7,0,129
"loin",10,8,0,127
"loin",10,9,8,124
"loin",10,10,14,119
"loin",10,11,23,112
"loin",10,12,0,132
"loin",10,13,15,124
"loin",10,14,48,91
"loin",10,15,0,122
"loin",10,16,0,128
"loin",10,17,0,122
"loin",10,18,15,108
"loin",10,19,0,133
"loin",10,20,16,112
"loin",10,21,0,129
"loin",10,22,0,131
"loin",10,23,0,128
"loin",10,24,0,128
"loin",10,25,28,111
"loin",10,26,7,128
"loin",10,27,0,124
"loin",10,28,0,135
"loin",10,29,80,63
"loin",10,30,37,97
"loin",10,31,61,77
"loin",10,32,0,136
"loin",10,33,0,131
"loin",10,34,19,116
"loin",10,35,0,133
"loin",10,36,0,125
"loin",10,37,0,135
"loin",10,38,0,129
"loin",10,39,0,129
"loin",10,40,0,127
"loin",10,41,78,64
"loin",10,42,0,132
"loin",10,43,62,80
"loin",10,44,0,132
"loin",10,45,53,84
"loin",10,46,0,125
"loin",10,47,0,128
"loin",10,48,0,128
"loin",10,49,51,85
"loin",10,50,14,122
"ham",1,1,0,106
"ham",1,2,0,105
"ham",1,3,0,111
"ham",1,4,0,111
"ham",1,5,0,105
"ham",1,6,0,109
"ham",1,7,0,106
"ham",1,8,0,110
"ham",1,9,0,112
"ham",1,10,0,104
"ham",1,11,1,108
"ham",1,12,0,112
"ham",1,13,0,107
"ham",1,14,0,110
"ham",1,15,0,104
"ham",1,16,0,114
"ham",1,17,0,102
"ham",1,18,0,104
"ham",1,19,0,109
"ham",1,20,0,108
"ham",1,21,0,105
"ham",1,22,0,109
"ham",1,23,0,108
"ham",1,24,0,113
"ham",1,25,0,105
"ham",1,26,0,112
"ham",1,27,0,112
"ham",1,28,0,101
"ham",1,29,0,107
"ham",1,30,0,112
"ham",1,31,0,110
"ham",1,32,0,105
"ham",1,33,0,105
"ham",1,34,0,108
"ham",1,35,0,106
"ham",1,36,0,102
"ham",1,37,0,105
"ham",1,38,0,105
"ham",1,39,0,108
"ham",1,40,0,103
"ham",1,41,0,106
"ham",1,42,0,107
"ham",1,43,0,106
"ham",1,44,0,113
"ham",1,45,0,111
"ham",1,46,0,110
"ham",1,47,0,111
"ham",1,48,0,112
"ham",1,49,0,115
"ham",1,50,0,104
"ham",2,1,0,112
"ham",2,2,0,112
"ham",2,3,0,106
"ham",2,4,0,108
"ham",2,5,0,111
"ham",2,6,0,110
"ham",2,7,0,111
"ham",2,8,0,111
"ham",2,9,0,115
"ham",2,10,0,110
"ham",2,11,0,108
"ham",2,12,0,102
"ham",2,13,73,45
"ham",2,14,94,27
"ham",2,15,0,111
"ham",2,16,0,103
"ham",2,17,115,6
"ham",2,18,0,114
"ham",2,19,0,104
"ham",2,20,0,110
"ham",2,21,0,108
"ham",2,22,0,112
"ham",2,23,0,105
"ham",2,24,0,107
"ham",2,25,0,106
"ham",2,26,0,106
"ham",2,27,0,106
"ham",2,28,84,35
"ham",2,29,0,108
"ham",2,30,0,108
"ham",2,31,0,109
"ham",2,32,0,112
"ham",2,33,0,105
"ham",2,34,0,104
"ham",2,35,0,103
"ham",2,36,0,97
"ham",2,37,0,115
"ham",2,38,94,27
"ham",2,39,102,19
"ham",2,40,0,115
"ham",2,41,0,107
"ham",2,42,75,44
"ham",2,43,0,108
"ham",2,44,0,109
"ham",2,45,0,112
"ham",2,46,0,108
"ham",2,47,0,108
"ham",2,48,0,110
"ham",2,49,0,111
"ham",2,50,0,108
"ham",3,1,0,110
"ham",3,2,0,109
"ham",3,3,0,109
"ham",3,4,0,110
"ham",3,5,0,110
"ham",3,6,0,113
"ham",3,7,0,113
"ham",3,8,68,51
"ham",3,9,0,103
"ham",3,10,0,104
"ham",3,11,0,102
"ham",3,12,0,111
"ham",3,13,0,111
"ham",3,14,0,113
"ham",3,15,0,110
"ham",3,16,0,110
"ham",3,17,0,109
"ham",3,18,31,86
"ham",3,19,0,109
"ham",3,20,10,105
"ham",3,21,0,115
"ham",3,22,8,103
"ham",3,23,0,105
"ham",3,24,8,101
"ham",3,25,0,108
"ham",3,26,0,109
"ham",3,27,0,105
"ham",3,28,0,107
"ham",3,29,0,112
"ham",3,30,0,108
"ham",3,31,0,106
"ham",3,32,0,109
"ham",3,33,31,82
"ham",3,34,26,88
"ham",3,35,0,102
"ham",3,36,0,109
"ham",3,37,0,108
"ham",3,38,0,110
"ham",3,39,0,110
"ham",3,40,0,113
"ham",3,41,54,60
"ham",3,42,0,105
"ham",3,43,0,113
"ham",3,44,0,113
"ham",3,45,0,105
"ham",3,46,0,110
"ham",3,47,0,107
"ham",3,48,0,113
"ham",3,49,0,102
"ham",3,50,0,100
"ham",4,1,1,109
"ham",4,2,0,99
"ham",4,3,0,109
"ham",4,4,0,108
"ham",4,5,0,109
"ham",4,6,0,106
"ham",4,7,0,110
"ham",4,8,0,106
"ham",4,9,95,24
"ham",4,10,0,113
"ham",4,11,0,111
"ham",4,12,0,109
"ham",4,13,0,111
"ham",4,14,0,108
"ham",4,15,0,112
"ham",4,16,0,114
"ham",4,17,0,105
"ham",4,18,0,109
"ham",4,19,0,115
"ham",4,20,0,110
"ham",4,21,0,109
"ham",4,22,0,106
"ham",4,23,0,112
"ham",4,24,0,109
"ham",4,25,0,108
"ham",4,26,0,114
"ham",4,27,4,105
"ham",4,28,0,109
"ham",4,29,115,6
"ham",4,30,0,112
"ham",4,31,0,110
"ham",4,32,0,110
"ham",4,33,0,110
"ham",4,34,0,112
"ham",4,35,0,113
"ham",4,36,0,110
"ham",4,37,0,109
"ham",4,38,0,105
"ham",4,39,0,110
"ham",4,40,108,13
"ham",4,41,0,111
"ham",4,42,0,115
"ham",4,43,0,106
"ham",4,44,101,19
"ham",4,45,0,109
"ham",4,46,0,107
"ham",4,47,0,109
"ham",4,48,104,17
"ham",4,49,118,3
"ham",4,50,0,117
"ham",5,1,0,109
"ham",5,2,2,106
"ham",5,3,14,95
"ham",5,4,1,100
"ham",5,5,4,106
"ham",5,6,0,110
"ham",5,7,0,102
"ham",5,8,5,111
"ham",5,9,0,113
"ham",5,10,0,107
"ham",5,11,1,109
"ham",5,12,0,109
"ham",5,13,13,97
"ham",5,14,0,111
"ham",5,15,23,93
"ham",5,16,36,78
"ham",5,17,2,109
"ham",5,18,0,108
"ham",5,19,0,111
"ham",5,20,2,109
"ham",5,21,8,98
"ham",5,22,2,112
"ham",5,23,19,91
"ham",5,24,0,105
"ham",5,25,0,102
"ham",5,26,1,107
"ham",5,27,0,107
"ham",5,28,0,111
"ham",5,29,0,112
"ham",5,30,1,108
"ham",5,31,0,105
"ham",5,32,3,108
"ham",5,33,27,91
"ham",5,34,4,103
"ham",5,35,0,112
"ham",5,36,4,105
"ham",5,37,3,108
"ham",5,38,36,83
"ham",5,39,0,110
"ham",5,40,29,83
"ham",5,41,0,113
"ham",5,42,0,113
"ham",5,43,2,109
"ham",5,44,26,92
"ham",5,45,18,97
"ham",5,46,0,112
"ham",5,47,2,109
"ham",5,48,1,103
"ham",5,49,1,108
"ham",5,50,5,101
"ham",6,1,0,111
"ham",6,2,63,56
"ham",6,3,0,108
"ham",6,4,64,52
"ham",6,5,42,73
"ham",6,6,0,108
"ham",6,7,0,107
"ham",6,8,0,113
"ham",6,9,0,111
"ham",6,10,8,102
"ham",6,11,0,115
"ham",6,12,0,108
"ham",6,13,0,100
"ham",6,14,0,112
"ham",6,15,0,101
"ham",6,16,0,108
"ham",6,17,0,102
"ham",6,18,9,99
"ham",6,19,72,48
"ham",6,20,0,100
"ham",6,21,0,110
"ham",6,22,0,104
"ham",6,23,18,96
"ham",6,24,88,33
"ham",6,25,0,114
"ham",6,26,0,102
"ham",6,27,0,112
"ham",6,28,0,112
"ham",6,29,15,98
"ham",6,30,0,110
"ham",6,31,0,107
"ham",6,32,0,103
"ham",6,33,0,115
"ham",6,34,0,106
"ham",6,35,0,108
"ham",6,36,0,112
"ham",6,37,0,106
"ham",6,38,0,108
"ham",6,39,0,111
"ham",6,40,0,110
"ham",6,41,0,100
"ham",6,42,0,107
"ham",6,43,0,116
"ham",6,44,0,109
"ham",6,45,0,113
"ham",6,46,0,107
"ham",6,47,0,105
"ham",6,48,8,102
"ham",6,49,0,112
"ham",6,50,0,109
"ham",7,1,1,112
"ham",7,2,8,102
"ham",7,3,0,111
"ham",7,4,2,106
"ham",7,5,0,108
"ham",7,6,0,105
"ham",7,7,5,106
"ham",7,8,0,108
"ham",7,9,0,109
"ham",7,10,0,111
"ham",7,11,0,112
"ham",7,12,0,113
"ham",7,13,0,97
"ham",7,14,1,110
"ham",7,15,0,113
"ham",7,16,0,100
"ham",7,17,0,108
"ham",7,18,0,108
"ham",7,19,4,107
"ham",7,20,7,103
"ham",7,21,0,100
"ham",7,22,0,111
"ham",7,23,0,104
"ham",7,24,0,110
"ham",7,25,2,105
"ham",7,26,0,116
"ham",7,27,0,111
"ham",7,28,0,109
"ham",7,29,0,106
"ham",7,30,0,112
"ham",7,31,0,109
"ham",7,32,0,112
"ham",7,33,0,110
"ham",7,34,0,111
"ham",7,35,6,102
"ham",7,36,0,107
"ham",7,37,3,108
"ham",7,38,0,112
"ham",7,39,0,108
"ham",7,40,0,109
"ham",7,41,6,108
"ham",7,42,0,109
"ham",7,43,0,110
"ham",7,44,3,109
"ham",7,45,6,111
"ham",7,46,0,112
"ham",7,47,0,114
"ham",7,48,0,104
"ham",7,49,0,108
"ham",7,50,0,112
"ham",8,1,0,115
"ham",8,2,0,109
"ham",8,3,0,112
"ham",8,4,0,111
"ham",8,5,0,103
"ham",8,6,33,83
"ham",8,7,0,106
"ham",8,8,0,110
"ham",8,9,0,108
"ham",8,10,0,108
"ham",8,11,0,114
"ham",8,12,0,113
"ham",8,13,0,108
"ham",8,14,0,112
"ham",8,15,0,111
"ham",8,16,0,111
"ham",8,17,0,111
"ham",8,18,0,107
"ham",8,19,0,111
"ham",8,20,0,107
"ham",8,21,0,109
"ham",8,22,42,75
"ham",8,23,0,114
"ham",8,24,0,104
"ham",8,25,0,109
"ham",8,26,0,107
"ham",8,27,0,104
"ham",8,28,16,99
"ham",8,29,0,109
"ham",8,30,0,105
"ham",8,31,0,106
"ham",8,32,0,107
"ham",8,33,0,107
"ham",8,34,0,107
"ham",8,35,0,102
"ham",8,36,0,106
"ham",8,37,48,68
"ham",8,38,0,112
"ham",8,39,0,110
"ham",8,40,0,106
"ham",8,41,0,109
"ham",8,42,0,110
"ham",8,43,0,106
"ham",8,44,0,104
"ham",8,45,0,112
"ham",8,46,0,104
"ham",8,47,0,109
"ham",8,48,0,110
"ham",8,49,0,108
"ham",8,50,0,109
"ham",9,1,0,109
"ham",9,2,0,112
"ham",9,3,0,115
"ham",9,4,0,112
"ham",9,5,0,112
"ham",9,6,0,109
"ham",9,7,0,104
"ham",9,8,0,111
"ham",9,9,0,108
"ham",9,10,0,107
"ham",9,11,0,111
"ham",9,12,0,108
"ham",9,13,0,109
"ham",9,14,0,107
"ham",9,15,0,109
"ham",9,16,0,112
"ham",9,17,0,109
"ham",9,18,0,110
"ham",9,19,0,110
"ham",9,20,0,106
"ham",9,21,0,108
"ham",9,22,0,109
"ham",9,23,0,111
"ham",9,24,0,112
"ham",9,25,0,115
"ham",9,26,0,110
"ham",9,27,0,109
"ham",9,28,0,106
"ham",9,29,0,111
"ham",9,30,0,106
"ham",9,31,0,114
"ham",9,32,0,104
"ham",9,33,0,107
"ham",9,34,0,106
"ham",9,35,0,109
"ham",9,36,0,105
"ham",9,37,0,111
"ham",9,38,0,115
"ham",9,39,0,104
"ham",9,40,0,108
"ham",9,41,0,110
"ham",9,42,0,110
"ham",9,43,0,108
"ham",9,44,0,106
"ham",9,45,0,110
"ham",9,46,0,106
"ham",9,47,0,106
"ham",9,48,0,112
"ham",9,49,0,107
"ham",9,50,0,104
"ham",10,1,0,111
"ham",10,2,0,107
"ham",10,3,0,112
"ham",10,4,0,110
"ham",10,5,0,107
"ham",10,6,0,106
"ham",10,7,0,113
"ham",10,8,0,116
"ham",10,9,3,108
"ham",10,10,3,108
"ham",10,11,12,95
"ham",10,12,0,104
"ham",10,13,3,111
"ham",10,14,35,79
"ham",10,15,0,115
"ham",10,16,0,112
"ham",10,17,0,101
"ham",10,18,4,105
"ham",10,19,0,112
"ham",10,20,6,107
"ham",10,21,0,103
"ham",10,22,0,103
"ham",10,23,0,108
"ham",10,24,0,104
"ham",10,25,8,105
"ham",10,26,2,110
"ham",10,27,0,109
"ham",10,28,0,106
"ham",10,29,34,82
"ham",10,30,14,98
"ham",10,31,26,91
"ham",10,32,0,108
"ham",10,33,0,105
"ham",10,34,4,109
"ham",10,35,0,108
"ham",10,36,0,110
"ham",10,37,0,109
"ham",10,38,0,110
"ham",10,39,0,111
"ham",10,40,0,106
"ham",10,41,37,78
"ham",10,42,0,112
"ham",10,43,24,87
"ham",10,44,0,111
"ham",10,45,20,91
"ham",10,46,0,108
"ham",10,47,0,105
"ham",10,48,0,103
"ham",10,49,26,87
"ham",10,50,7,105
"other",1,1,0,44
"other",1,2,0,37
"other",1,3,0,0
"other",1,4,0,43
"other",1,5,0,45
"other",1,6,0,43
"other",1,7,0,0
"other",1,8,0,47
"other",1,9,0,44
"other",1,10,0,46
"other",1,11,0,46
"other",1,12,0,0
"other",1,13,0,44
"other",1,14,0,0
"other",1,15,0,41
"other",1,16,0,45
"other",1,17,0,0
"other",1,18,0,42
"other",1,19,0,43
"other",1,20,0,46
"other",1,21,0,42
"other",1,22,0,44
"other",1,23,0,45
"other",1,24,0,43
"other",1,25,0,42
"other",1,26,0,45
"other",1,27,0,0
"other",1,28,0,44
"other",1,29,0,46
"other",1,30,0,44
"other",1,31,0,43
"other",1,32,0,43
"other",1,33,0,46
"other",1,34,0,45
"other",1,35,0,0
"other",1,36,0,41
"other",1,37,0,42
"other",1,38,0,41
"other",1,39,0,43
"other",1,40,0,0
"other",1,41,0,40
"other",1,42,0,46
"other",1,43,0,44
"other",1,44,0,44
"other",1,45,0,44
"other",1,46,0,44
"other",1,47,0,0
"other",1,48,0,43
"other",1,49,0,44
"other",1,50,0,44
"other",2,1,0,0
"other",2,2,0,42
"other",2,3,0,44
"other",2,4,0,0
"other",2,5,0,42
"other",2,6,0,46
"other",2,7,0,45
"other",2,8,0,0
"other",2,9,0,46
"other",2,10,0,46
"other",2,11,0,42
"other",2,12,0,43
"other",2,13,0,38
"other",2,14,0,46
"other",2,15,0,45
"other",2,16,0,0
"other",2,17,1,40
"other",2,18,0,45
"other",2,19,0,44
"other",2,20,0,45
"other",2,21,0,42
"other",2,22,0,41
"other",2,23,0,42
"other",2,24,0,43
"other",2,25,0,45
"other",2,26,0,44
"other",2,27,0,45
"other",2,28,0,45
"other",2,29,0,41
"other",2,30,0,43
"other",2,31,0,0
"other",2,32,0,44
"other",2,33,0,48
"other",2,34,0,46
"other",2,35,0,0
"other",2,36,0,40
"other",2,37,0,45
"other",2,38,0,45
"other",2,39,0,43
"other",2,40,0,45
"other",2,41,0,43
"other",2,42,0,43
"other",2,43,0,41
"other",2,44,0,42
"other",2,45,0,41
"other",2,46,0,40
"other",2,47,0,46
"other",2,48,0,43
"other",2,49,0,47
"other",2,50,0,44
"other",3,1,0,0
"other",3,2,0,46
"other",3,3,0,42
"other",3,4,0,43
"other",3,5,0,43
"other",3,6,0,44
"other",3,7,0,42
"other",3,8,0,42
"other",3,9,0,46
"other",3,10,0,43
"other",3,11,0,39
"other",3,12,0,42
"other",3,13,0,44
"other",3,14,0,45
"other",3,15,0,44
"other",3,16,0,44
"other",3,17,0,44
"other",3,18,0,42
"other",3,19,0,45
"other",3,20,0,43
"other",3,21,0,43
"other",3,22,0,43
"other",3,23,0,45
"other",3,24,0,41
"other",3,25,0,40
"other",3,26,0,43
"other",3,27,0,43
"other",3,28,0,44
"other",3,29,0,41
"other",3,30,0,44
"other",3,31,0,41
"other",3,32,0,45
"other",3,33,0,44
"other",3,34,0,39
"other",3,35,0,46
"other",3,36,0,44
"other",3,37,0,40
"other",3,38,0,45
"other",3,39,0,46
"other",3,40,0,45
"other",3,41,0,39
"other",3,42,0,42
"other",3,43,0,40
"other",3,44,0,42
"other",3,45,0,44
"other",3,46,0,44
"other",3,47,0,0
"other",3,48,0,44
"other",3,49,0,40
"other",3,50,0,45
"other",4,1,0,42
"other",4,2,0,43
"other",4,3,0,42
"other",4,4,0,43
"other",4,5,0,47
"other",4,6,0,43
"other",4,7,0,42
"other",4,8,0,44
"other",4,9,0,43
"other",4,10,0,44
"other",4,11,0,42
"other",4,12,0,45
"other",4,13,0,39
"other",4,14,0,45
"other",4,15,0,0
"other",4,16,0,43
"other",4,17,0,0
"other",4,18,0,36
"other",4,19,0,45
"other",4,20,0,47
"other",4,21,0,44
"other",4,22,0,43
"other",4,23,0,47
"other",4,24,0,44
"other",4,25,0,0
"other",4,26,0,40
"other",4,27,0,44
"other",4,28,0,43
"other",4,29,14,31
"other",4,30,0,43
"other",4,31,0,47
"other",4,32,0,0
"other",4,33,0,43
"other",4,34,0,42
"other",4,35,0,0
"other",4,36,0,43
"other",4,37,0,41
"other",4,38,0,41
"other",4,39,0,38
"other",4,40,1,42
"other",4,41,0,43
"other",4,42,0,45
"other",4,43,0,45
"other",4,44,1,39
"other",4,45,0,41
"other",4,46,0,43
"other",4,47,0,45
"other",4,48,0,47
"other",4,49,8,38
"other",4,50,0,44
"other",5,1,0,45
"other",5,2,0,44
"other",5,3,0,45
"other",5,4,0,46
"other",5,5,0,46
"other",5,6,0,42
"other",5,7,0,42
"other",5,8,0,44
"other",5,9,0,44
"other",5,10,0,45
"other",5,11,0,43
"other",5,12,0,44
"other",5,13,0,40
"other",5,14,0,47
"other",5,15,0,45
"other",5,16,0,45
"other",5,17,0,42
"other",5,18,0,37
"other",5,19,0,45
"other",5,20,0,40
"other",5,21,0,42
"other",5,22,0,43
"other",5,23,0,45
"other",5,24,0,43
"other",5,25,0,42
"other",5,26,0,43
"other",5,27,0,44
"other",5,28,0,43
"other",5,29,0,43
"other",5,30,0,41
"other",5,31,0,43
"other",5,32,0,45
"other",5,33,0,38
"other",5,34,0,42
"other",5,35,0,44
"other",5,36,0,42
"other",5,37,0,43
"other",5,38,0,42
"other",5,39,0,46
"other",5,40,0,46
"other",5,41,0,41
"other",5,42,0,44
"other",5,43,0,40
"other",5,44,0,47
"other",5,45,0,43
"other",5,46,0,42
"other",5,47,0,41
"other",5,48,0,42
"other",5,49,0,42
"other",5,50,0,39
"other",6,1,0,45
"other",6,2,0,43
"other",6,3,0,39
"other",6,4,0,43
"other",6,5,0,39
"other",6,6,0,45
"other",6,7,0,40
"other",6,8,0,0
"other",6,9,0,43
"other",6,10,0,43
"other",6,11,0,0
"other",6,12,0,0
"other",6,13,0,41
"other",6,14,0,44
